Item Code,Hub Sync ID,Workflow State,Series,Variant Of,Item Name,Item Group,HSN/SAC,Is nil rated or exempted,Is Non GST,Is Item from Hub,Default Unit of Measure,Disabled,Allow Alternative Item,Maintain Stock,Include Item In Manufacturing,Opening Stock,Valuation Rate,Standard Selling Rate,Is Fixed Asset,Auto Create Assets on Purchase,Asset Category,Asset Naming Series,Over Delivery/Receipt Allowance (%),Over Billing Allowance (%),Image,Brand,Description,Shelf Life In Days,End of Life,Default Material Request Type,Valuation Method,Warranty Period (in days),Weight Per Unit,Weight UOM,Has Batch No,Automatically Create New Batch,Batch Number Series,Has Expiry Date,Retain Sample,Max Sample Quantity,Has Serial No,Serial Number Series,Has Variants,Variant Based On,Is Purchase Item,Default Purchase Unit of Measure,Minimum Order Qty,Safety Stock,Lead Time in days,Last Purchase Rate,Is Customer Provided Item,Customer,Delivered by Supplier (Drop Ship),Country of Origin,Customs Tariff Number,Default Sales Unit of Measure,Is Sales Item,Max Discount (%),Deferred Revenue Account,Enable Deferred Revenue,No of Months,Deferred Expense Account,Enable Deferred Expense,no_of_months_exp,Inspection Required before Purchase,Inspection Required before Delivery,Quality Inspection Template,Default BOM,Supply Raw Materials for Purchase,Customer Code,Default Item Manufacturer,Default Manufacturer Part No,Show in Website,Show in Website (Variant),Route,Weightage,Slideshow,Website Image,Thumbnail,Website Warehouse,Website Description,Website Content,Total Projected Qty,Publish in Hub,Hub Category to Publish,Hub Warehouse,Synced With Hub,Customer GSTIN,Reason For Issuing document,Withholding Category,Barcode (Barcodes),Barcode Type (Barcodes),ID (Reorder level based on Warehouse),Check in (group) (Reorder level based on Warehouse),Request for (Reorder level based on Warehouse),Re-order Level (Reorder level based on Warehouse),Re-order Qty (Reorder level based on Warehouse),Material Request Type (Reorder level based on Warehouse),ID (UOMs),UOM (UOMs),Conversion Factor (UOMs),ID (Attributes),Variant Of (Attributes),Attribute (Attributes),Attribute Value (Attributes),Numeric Values (Attributes),From Range (Attributes),Increment (Attributes),To Range (Attributes),ID (Item Defaults),Company (Item Defaults),Default Warehouse (Item Defaults),Default Price List (Item Defaults),Default Buying Cost Center (Item Defaults),Default Supplier (Item Defaults),Default Expense Account (Item Defaults),Default Selling Cost Center (Item Defaults),Default Income Account (Item Defaults),ID (Supplier Items),Supplier (Supplier Items),Supplier Part Number (Supplier Items),ID (Customer Items),Customer Name (Customer Items),Customer Group (Customer Items),Ref Code (Customer Items),ID (Taxes),Item Tax Template (Taxes),Tax Category (Taxes),Valid From (Taxes),ID (Website Item Groups),Item Group (Website Item Groups),ID (Website Specifications),Label (Website Specifications),Description (Website Specifications)
Preform 70 gm Light Blue - Niyo,,,STO-ITEM-.YYYY.-,,Preform 70 gm Light Blue - Niyo,Preform 70 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 70 gm Light Blue - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,5d33cb35a0,Nos,1,,,,,,,,,580b05b6fa,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 95 gm Clear - Niyo,,,STO-ITEM-.YYYY.-,,Preform 95 gm Clear - Niyo,Preform 95 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 95 gm Clear - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,435100f44d,Nos,1,,,,,,,,,f3fc64225d,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 95 gm Amber - Niyo,,,STO-ITEM-.YYYY.-,,Preform 95 gm Amber - Niyo,Preform 95 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 95 gm Amber - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,4ed9863ed9,Nos,1,,,,,,,,,3a5ecf27b7,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 95 gm Dark Blue - Niyo,,,STO-ITEM-.YYYY.-,,Preform 95 gm Dark Blue - Niyo,Preform 95 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 95 gm Dark Blue - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,6b7d07893a,Nos,1,,,,,,,,,8f7242e241,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 95 gm Light Blue - Niyo,,,STO-ITEM-.YYYY.-,,Preform 95 gm Light Blue - Niyo,Preform 95 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 95 gm Light Blue - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,e798323329,Nos,1,,,,,,,,,528e49fb46,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 95 gm Clear - Arova,,,STO-ITEM-.YYYY.-,,Preform 95 gm Clear - Arova,Preform 95 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 95 gm Clear - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,7653788894,Nos,1,,,,,,,,,73f46b9e5f,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 95 gm Amber - Arova,,,STO-ITEM-.YYYY.-,,Preform 95 gm Amber - Arova,Preform 95 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 95 gm Amber - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,4f2cb7c2b3,Nos,1,,,,,,,,,25f35e0f46,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 95 gm Dark Blue - Arova,,,STO-ITEM-.YYYY.-,,Preform 95 gm Dark Blue - Arova,Preform 95 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 95 gm Dark Blue - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,c3fe94544e,Nos,1,,,,,,,,,b72de0dbc9,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 95 gm Light Blue - Arova,,,STO-ITEM-.YYYY.-,,Preform 95 gm Light Blue - Arova,Preform 95 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 95 gm Light Blue - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,4bcb00f404,Nos,1,,,,,,,,,fc5ea2e2cc,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 10 gm Clear - Tulips,,,STO-ITEM-.YYYY.-,,Preform 10 gm Clear - Tulips,Preform 10 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 10 gm Clear - Tulips,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,ff5842ad3f,Nos,1,,,,,,,,,82d58b3a59,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 10 gm Amber - Tulips,,,STO-ITEM-.YYYY.-,,Preform 10 gm Amber - Tulips,Preform 10 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 10 gm Amber - Tulips,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,dbd45fa4f3,Nos,1,,,,,,,,,2011d652ef,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 10 gm Dark Blue - Tulips,,,STO-ITEM-.YYYY.-,,Preform 10 gm Dark Blue - Tulips,Preform 10 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 10 gm Dark Blue - Tulips,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,87c812f65b,Nos,1,,,,,,,,,3d03ba37c3,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 10 gm Light Blue - Tulips,,,STO-ITEM-.YYYY.-,,Preform 10 gm Light Blue - Tulips,Preform 10 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 10 gm Light Blue - Tulips,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,d0906d4578,Nos,1,,,,,,,,,6f8558e39b,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 24 gm Clear - Arova,,,STO-ITEM-.YYYY.-,,Preform 24 gm Clear - Arova,Preform 24 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 24 gm Clear - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,44938ce720,Nos,1,,,,,,,,,4b72a6772a,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 24 gm Amber - Arova,,,STO-ITEM-.YYYY.-,,Preform 24 gm Amber - Arova,Preform 24 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 24 gm Amber - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,99fbd718dc,Nos,1,,,,,,,,,c483167299,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 24 gm Dark Blue - Arova,,,STO-ITEM-.YYYY.-,,Preform 24 gm Dark Blue - Arova,Preform 24 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 24 gm Dark Blue - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,358b60ac5e,Nos,1,,,,,,,,,92596d6dab,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 24 gm Light Blue - Arova,,,STO-ITEM-.YYYY.-,,Preform 24 gm Light Blue - Arova,Preform 24 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 24 gm Light Blue - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,3d00bb6b8a,Nos,1,,,,,,,,,c4780cc1cb,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 54 gm Clear - Arova,,,STO-ITEM-.YYYY.-,,Preform 54 gm Clear - Arova,Preform 54 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 54 gm Clear - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,2bd6fdcfec,Nos,1,,,,,,,,,80e4788e09,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 54 gm Amber - Arova,,,STO-ITEM-.YYYY.-,,Preform 54 gm Amber - Arova,Preform 54 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 54 gm Amber - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,96c8b3cc6f,Nos,1,,,,,,,,,a1b948fa7d,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 54 gm Dark Blue - Arova,,,STO-ITEM-.YYYY.-,,Preform 54 gm Dark Blue - Arova,Preform 54 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 54 gm Dark Blue - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,1454867cc1,Nos,1,,,,,,,,,ddc19c46fb,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 54 gm Light Blue - Arova,,,STO-ITEM-.YYYY.-,,Preform 54 gm Light Blue - Arova,Preform 54 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 54 gm Light Blue - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,086704ab5d,Nos,1,,,,,,,,,d4ea0db0c4,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 54 gm Clear - Niyo,,,STO-ITEM-.YYYY.-,,Preform 54 gm Clear - Niyo,Preform 54 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 54 gm Clear - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,5511be7668,Nos,1,,,,,,,,,38b2c56911,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 54 gm Amber - Niyo,,,STO-ITEM-.YYYY.-,,Preform 54 gm Amber - Niyo,Preform 54 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 54 gm Amber - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,33f08f4f12,Nos,1,,,,,,,,,a6d353ed8f,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 54 gm Dark Blue - Niyo,,,STO-ITEM-.YYYY.-,,Preform 54 gm Dark Blue - Niyo,Preform 54 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 54 gm Dark Blue - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,b4ba15ff2d,Nos,1,,,,,,,,,731140793c,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 54 gm Light Blue - Niyo,,,STO-ITEM-.YYYY.-,,Preform 54 gm Light Blue - Niyo,Preform 54 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 54 gm Light Blue - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,2e40d6a747,Nos,1,,,,,,,,,e282002102,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 6.4 gm Clear - Niyo,,,STO-ITEM-.YYYY.-,,Preform 6.4 gm Clear - Niyo,Preform 6.4 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 6.4 gm Clear - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,5b45f46917,Nos,1,,,,,,,,,bab8f4413a,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 6.4 gm Amber - Niyo,,,STO-ITEM-.YYYY.-,,Preform 6.4 gm Amber - Niyo,Preform 6.4 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 6.4 gm Amber - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,99788f2e9f,Nos,1,,,,,,,,,1cf0ad80e0,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 6.4 gm Dark Blue - Niyo,,,STO-ITEM-.YYYY.-,,Preform 6.4 gm Dark Blue - Niyo,Preform 6.4 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 6.4 gm Dark Blue - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,7aa6fa14da,Nos,1,,,,,,,,,92cb481785,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 6.4 gm Light Blue - Niyo,,,STO-ITEM-.YYYY.-,,Preform 6.4 gm Light Blue - Niyo,Preform 6.4 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 6.4 gm Light Blue - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,54e83289d5,Nos,1,,,,,,,,,3887660485,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 7 gm Clear - Tulips,,,STO-ITEM-.YYYY.-,,Preform 7 gm Clear - Tulips,Preform 7 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 7 gm Clear - Tulips,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,1c04fdef18,Nos,1,,,,,,,,,4f842ab86d,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 7 gm Amber - Tulips,,,STO-ITEM-.YYYY.-,,Preform 7 gm Amber - Tulips,Preform 7 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 7 gm Amber - Tulips,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,aae142b13a,Nos,1,,,,,,,,,fddfec23f9,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 7 gm Dark Blue - Tulips,,,STO-ITEM-.YYYY.-,,Preform 7 gm Dark Blue - Tulips,Preform 7 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 7 gm Dark Blue - Tulips,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,6e36ecf29a,Nos,1,,,,,,,,,8f63a14944,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 7 gm Light Blue - Tulips,,,STO-ITEM-.YYYY.-,,Preform 7 gm Light Blue - Tulips,Preform 7 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 7 gm Light Blue - Tulips,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,300afd899f,Nos,1,,,,,,,,,424af9f222,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
200 ml tulips,,,STO-ITEM-.YYYY.-,,200 ml tulips,Tulips,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,200 ml tulips,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,307c13c97c,Nos,1,,,,,,,,,93cb9341fc,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
100 ml tulips,,,STO-ITEM-.YYYY.-,,100 ml tulips,Tulips,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,100 ml tulips,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,113a7ba2a9,Nos,1,,,,,,,,,a1cd3bd6af,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Honey Jar with cap,,,STO-ITEM-.YYYY.-,,Honey Jar with cap,Honey Jar,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Honey Jar with cap,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,93b9f3d018,Nos,1,,,,,,,,,130d362f1a,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
5 L Oil Bottle,,,STO-ITEM-.YYYY.-,,5 L Oil Bottle,5 L,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,5 L Oil Bottle,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,a618ff74b2,Nos,1,,,,,,,,,818663ac88,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
3 L Oil Bottle,,,STO-ITEM-.YYYY.-,,3 L Oil Bottle,3 L,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,3 L Oil Bottle,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,cd20032d1f,Nos,1,,,,,,,,,b26d499586,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
2 L oil Bottle,,,STO-ITEM-.YYYY.-,,2 L oil Bottle,2 L,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,2 L oil Bottle,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,8d68c643ff,Nos,1,,,,,,,,,f073bbabee,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
1 L Babiley Clear,,,STO-ITEM-.YYYY.-,,1 L Babiley Clear,1 L,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,1 L Babiley Clear,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,76988f5b08,Nos,1,,,,,,,,,796cf75cde,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
